iter	RMSE
2926	0.3018303559
2927	0.301786369
2928	0.301714217
2929	0.301659219
2930	0.3015656541
2931	0.3015228388
2932	0.3014876491
2933	0.3014247583
2934	0.3013560023
2935	0.3012988407
2936	0.3011984542
2937	0.3011371115
2938	0.3010749966
2939	0.3010137814
2940	0.3009690956
2941	0.3008968231
2942	0.3008234167
2943	0.3007630086
2944	0.3007231493
2945	0.3006371017
2946	0.3005558568
2947	0.3004783462
2948	0.3004027959
2949	0.3003546603
2950	0.3002753642
2951	0.3002260109
2952	0.3001186456
2953	0.3000055969
2954	0.2998973661
2955	0.2998502358
2956	0.2997996329
2957	0.299708939
2958	0.2996696876
2959	0.2996080588
2960	0.2995412698
2961	0.2994721241
2962	0.2994387461
2963	0.2993706713
2964	0.2992967621
2965	0.2992215483
2966	0.2991523639
2967	0.2991003604
2968	0.2990321848
2969	0.2989802919
2970	0.2988968576
2971	0.2988165978
2972	0.2987610524
2973	0.2987166684
2974	0.2986633544
2975	0.2986189085
2976	0.298566279
2977	0.2984756778
2978	0.2984001566
2979	0.2982901319
2980	0.2982152491
2981	0.298141012
2982	0.2980699872
2983	0.2980217164
2984	0.2979698707
2985	0.2978918367
2986	0.2978300061
2987	0.2977728171
2988	0.2977235767
2989	0.2976292252
2990	0.2975432431
2991	0.297486007
2992	0.2974185448
2993	0.2973439425
2994	0.2973027259
2995	0.2972590328
2996	0.2972147776
2997	0.2971564862
2998	0.2970565494
2999	0.296992803
